name,gender,start year,end year
Lojze Peterle,Male,1990,1992
Janez Drnovšek,Male,1992,2002
Anton Rop,Male,2002,2004
Janez Janša,Male,2004,2008
Borut Pahor,Male,2008,2012
Janez Janša,Male,2012,2013
Alenka Bratušek,Female,2013,2014
Miro Cerar,Male,2014,2018
Marjan Šarec,Male,2018,2020
Janez Janša,Male,2020,2022